job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB03040,Machine Learning Engineer,Genpact,"Mumbai, Maharashtra","We are looking for a Machine Learning Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include NLP, Python, TensorFlow, Machine Learning. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹4-7 LPA,Remote
JOB03041,Product Analyst,Persistent Systems,"Bengaluru, Karnataka","We are looking for a Product Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Analytics, A/B Testing. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹12-20 LPA,Internship
JOB03042,AI Engineer,Deloitte,Remote,"We are looking for a AI Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include TensorFlow, Machine Learning, NLP, Deep Learning, Python. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹6-10 LPA,Full-time
JOB03043,Cloud Engineer,TCS,"Ahmedabad, Gujarat","We are looking for a Cloud Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Azure, Linux, AWS. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹10-16 LPA,Remote
JOB03044,Full Stack Developer,Microsoft,"Bengaluru, Karnataka","We are looking for a Full Stack Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Node.js, React, CSS, JavaScript, HTML. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹6-10 LPA,Full-time
JOB03045,Backend Developer,Deloitte,"Mumbai, Maharashtra","We are looking for a Backend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include SQL, Java, Node.js, REST API. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹4-7 LPA,Remote
JOB03046,Python Developer,Amazon,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Flask, REST API. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹5-8 LPA,Remote
JOB03047,Database Administrator,Deloitte,"Noida, Uttar Pradesh","We are looking for a Database Administrator to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include SQL, Oracle, Database, Linux. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹5-8 LPA,Internship
JOB03048,Web Developer,Google,"Delhi, India","We are looking for a Web Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Git, HTML, JavaScript, React. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹10-16 LPA,Internship
JOB03049,Business Analyst,Tech Mahindra,"Pune, Maharashtra","We are looking for a Business Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Communication, Power BI. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹8-12 LPA,Full-time
JOB03050,Cloud Engineer,Mphasis,"Noida, Uttar Pradesh","We are looking for a Cloud Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include AWS, Cloud Computing, Azure, Docker, Linux. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹5-8 LPA,Remote
JOB03051,Frontend Developer,Cognizant,"Gurugram, Haryana","We are looking for a Frontend Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, JavaScript. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹8-12 LPA,Internship
JOB03052,Database Administrator,Infosys,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Linux, SQL, Database. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,Not Disclosed,Internship
JOB03053,Business Analyst,Tech Mahindra,"Delhi, India","We are looking for a Business Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Data Analysis, SQL, Excel. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,Not Disclosed,Internship
